VALUE,BPS_CODE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW
2268,17150,17150_69,Alaska Arctic Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2269,16011,16011_70,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2270,16030,16030_70,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2271,16041,16041_70,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2272,16050,16050_70,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2273,16061,16061_70,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,100,241,NA,71,71,29,NA,III-A
2274,16062,16062_70,Western North American Boreal Dry Aspen-Steppe Bluff-Higher Elevations,Shrubland,143,207,NA,85,59,41,NA,III-A
2275,16070,16070_70,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,715,205,NA,159,22,78,NA,III-B
2276,16080,16080_70,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2277,16090,16090_70,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2278,16101,16101_70,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,200,NA,NA,200,100,NA,NA,IV-B
2279,16110,16110_70,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2280,16120,16120_70,Western North American Boreal Dry Grassland,Grassland,143,201,NA,83,58,42,NA,III-A
2281,16141,16141_70,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2282,16150,16150_70,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2283,16160,16160_70,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,435,244,NA,156,36,64,NA,III-B
2284,16170,16170_70,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2285,16211,16211_70,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2286,16220,16220_70,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2287,16240,16240_70,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2288,16280,16280_70,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2289,16290,16290_70,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2290,16300,16300_70,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2291,16310,16310_70,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2293,16330,16330_70,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,400,NA,NA,400,100,NA,NA,V-A
2294,16351,16351_70,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2295,16372,16372_70,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2296,16011,16011_71,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2297,16030,16030_71,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2298,16041,16041_71,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2299,16050,16050_71,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2300,16061,16061_71,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,100,241,NA,71,71,29,NA,III-A
2302,16080,16080_71,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2303,16090,16090_71,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2304,16101,16101_71,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,200,NA,NA,200,100,NA,NA,IV-B
2305,16110,16110_71,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2306,16130,16130_71,Western North American Boreal Active Inland Dune,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2307,16141,16141_71,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2308,16150,16150_71,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2309,16160,16160_71,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,435,244,NA,156,36,64,NA,III-B
2310,16170,16170_71,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2311,16211,16211_71,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2312,16220,16220_71,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2313,16240,16240_71,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2314,16280,16280_71,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2315,16290,16290_71,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2316,16300,16300_71,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2317,16310,16310_71,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2318,16330,16330_71,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,400,NA,NA,400,100,NA,NA,V-A
2319,16351,16351_71,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2320,16371,16371_71,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2321,16372,16372_71,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2322,16011,16011_72,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2323,16030,16030_72,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2324,16041,16041_72,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2325,16050,16050_72,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2326,16070,16070_72,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,715,205,NA,159,22,78,NA,III-B
2327,16080,16080_72,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2328,16090,16090_72,Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2329,16101,16101_72,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,NA,200,NA,NA,200,100,NA,NA,IV-B
2330,16110,16110_72,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2331,16141,16141_72,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2332,16150,16150_72,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2333,16160,16160_72,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,435,244,NA,156,36,64,NA,III-B
2334,16170,16170_72,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2335,16211,16211_72,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2336,16220,16220_72,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2337,16240,16240_72,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2338,16280,16280_72,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2339,16290,16290_72,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2340,16300,16300_72,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2341,16310,16310_72,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2342,16380,16380_72,Alaska Arctic Mesic Alder Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2343,16390,16390_72,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2344,16530,16530_77,Alaskan Pacific Maritime Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2345,16822,16822_72,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Frequent Fire,Shrubland,252,NA,NA,252,100,NA,NA,V-A
2346,16830,16830_72,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2347,16850,16850_72,Alaska Arctic Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2348,16870,16870_72,Alaska Arctic Lichen Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2349,16880,16880_72,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2350,16901,16901_72,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,249,NA,NA,249,100,NA,NA,V-A
2351,16941,16941_72,Alaska Arctic Tussock Tundra-Frequent Fire,Grassland,255,NA,NA,255,100,NA,NA,V-A
2352,16970,16970_72,Alaska Arctic Pendantgrass Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2353,16980,16980_72,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2354,16990,16990_72,Alaska Arctic Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2355,17010,17010_72,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2356,17020,17020_72,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2357,17030,17030_72,Alaska Arctic Dwarf-Shrub-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2358,17040,17040_72,Alaska Arctic Permafrost Plateau Dwarf-Shrub Lichen Tundra,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2359,17050,17050_72,Alaska Arctic Sedge Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2360,17060,17060_72,Alaska Arctic Polygonal Ground Wet Sedge Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2361,17080,17080_72,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2362,17090,17090_72,Alaska Arctic Marine Beach and Beach Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2363,17110,17110_72,Alaska Arctic Tidal Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2364,17120,17120_72,Alaska Arctic Coastal Brackish Meadow,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2365,17140,17140_72,Alaska Arctic Large River Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2366,17150,17150_72,Alaska Arctic Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2367,17170,17170_72,Alaska Arctic Bedrock and Talus,Sparse,NA,NA,NA,NA,NA,NA,NA,NA
2369,16011,16011_73,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2370,16012,16012_73,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,398,1036,NA,287,72,28,NA,V-A
2371,16030,16030_73,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2372,16041,16041_73,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2373,16042,16042_73,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,217,1430,NA,188,87,13,NA,IV-B
2374,16050,16050_73,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2375,16061,16061_73,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,100,241,NA,71,71,29,NA,III-A
2376,16062,16062_73,Western North American Boreal Dry Aspen-Steppe Bluff-Higher Elevations,Shrubland,143,207,NA,85,59,41,NA,III-A
2377,16070,16070_73,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,715,205,NA,159,22,78,NA,III-B
2378,16080,16080_73,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2379,16090,16090_73,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2380,16101,16101_73,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,200,NA,NA,200,100,NA,NA,IV-B
2381,16102,16102_73,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,300,NA,NA,300,100,NA,NA,V-A
2382,16110,16110_73,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2383,16120,16120_73,Western North American Boreal Dry Grassland,Grassland,143,201,NA,83,58,42,NA,III-A
2384,16141,16141_73,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2385,16142,16142_73,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,5000,769,NA,666,13,87,NA,V-B
2386,16150,16150_73,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2387,16160,16160_73,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,435,244,NA,156,36,64,NA,III-B
2388,16170,16170_73,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2389,16181,16181_73,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2390,16211,16211_73,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2391,16212,16212_73,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2392,16220,16220_73,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2393,16240,16240_73,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2394,16280,16280_73,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2395,16290,16290_73,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2396,16300,16300_73,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2397,16310,16310_73,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2399,16330,16330_73,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,400,NA,NA,400,100,NA,NA,V-A
2400,16351,16351_73,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2401,16371,16371_73,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2402,16372,16372_73,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2403,16420,16420_73,Aleutian Kenai Birch-Cottonwood-Poplar Forest,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2404,16430,16430_73,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2405,16450,16450_73,Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2406,16440,16440_73,Alaskan Pacific Maritime Sitka Spruce Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2407,16460,16460_77,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2408,16482,16482_78,Alaskan Pacific Maritime Mountain Hemlock Forest-Southeast,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2409,16790,16790_73,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,715,5000,NA,626,87,13,NA,V-B
2410,16011,16011_74,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2411,16012,16012_74,Western North American Boreal Treeline White Spruce Woodland-Alaska Sub-boreal,Conifer,398,1036,NA,287,72,28,NA,V-A
2412,16030,16030_74,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2413,16041,16041_74,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2414,16042,16042_74,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,217,1430,NA,188,87,13,NA,IV-B
2415,16050,16050_74,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2416,16061,16061_74,Western North American Boreal Dry Aspen-Steppe Bluff-Lower Elevations,Hardwood,100,241,NA,71,71,29,NA,III-A
2417,16062,16062_74,Western North American Boreal Dry Aspen-Steppe Bluff-Higher Elevations,Shrubland,143,207,NA,85,59,41,NA,III-A
2418,16070,16070_74,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,715,205,NA,159,22,78,NA,III-B
2419,16080,16080_74,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2420,16090,16090_74,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2421,16101,16101_74,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Boreal,Shrubland,200,NA,NA,200,100,NA,NA,IV-B
2422,16102,16102_74,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,300,NA,NA,300,100,NA,NA,V-A
2423,16110,16110_74,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2424,16120,16120_74,Western North American Boreal Dry Grassland,Grassland,143,201,NA,83,58,42,NA,III-A
2425,16130,16130_74,Western North American Boreal Active Inland Dune,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2426,16141,16141_74,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2427,16142,16142_74,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,5000,769,NA,666,13,87,NA,V-B
2428,16150,16150_74,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2429,16160,16160_74,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,435,244,NA,156,36,64,NA,III-B
2430,16170,16170_74,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2431,16181,16181_74,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2432,16211,16211_74,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2433,16212,16212_74,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2434,16220,16220_74,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2435,16240,16240_74,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2436,16280,16280_74,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2437,16290,16290_74,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2438,16300,16300_74,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2439,16310,16310_74,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2441,16330,16330_74,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,400,NA,NA,400,100,NA,NA,V-A
2442,16351,16351_74,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2443,16371,16371_74,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2444,16372,16372_74,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2445,16460,16460_78,Alaskan Pacific Maritime Western Hemlock Forest,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2446,16790,16790_74,Alaska Sub-boreal White Spruce-Hardwood Forest,Conifer-Hardwood,715,5000,NA,626,87,13,NA,V-B
2447,16011,16011_75,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2448,16030,16030_75,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2449,16042,16042_75,Western North American Boreal Mesic Black Spruce Forest-Alaska Sub-boreal,Conifer,217,1430,NA,188,87,13,NA,IV-B
2450,16070,16070_75,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2451,16080,16080_75,Alaska Sub-boreal Avalanche Slope Shrubland,Shrubland,909,5000,NA,769,85,15,NA,V-B
2452,16090,16090_75,Alaska Sub-Boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2453,16102,16102_75,Western North American Boreal Mesic Scrub Birch-Willow Shrubland-Alaska Sub-boreal,Shrubland,300,NA,NA,300,100,NA,NA,V-A
2454,16110,16110_75,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,909,5000,NA,769,85,15,NA,V-B
2455,16120,16120_75,Western North American Boreal Dry Grassland,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2456,16142,16142_75,Western North American Boreal Montane Floodplain Forest and Shrubland-Alaska Sub-boreal,Conifer-Hardwood,5000,769,NA,666,13,87,NA,V-B
2457,16160,16160_75,Western North American Boreal Riparian Stringer Forest and Shrubland,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2458,16170,16170_75,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2459,16181,16181_75,Western North American Boreal Herbaceous Fen-Alaska Sub-Boreal Complex,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2460,16212,16212_75,Western North American Boreal Black Spruce Dwarf-tree Peatland-Alaska Sub-boreal Complex,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2461,16220,16220_75,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2462,16240,16240_75,Western North American Boreal Deciduous Shrub Swamp,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2463,16280,16280_75,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2464,16290,16290_75,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2465,16310,16310_75,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2467,16351,16351_75,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2468,16371,16371_75,Western North American Boreal Alpine Floodplain-Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2469,16372,16372_75,Western North American Boreal Alpine Floodplain-Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2470,16430,16430_75,Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2471,16481,16481_73,Alaska Sub-boreal Mountain Hemlock Forest-Northern,Conifer,1430,5000,NA,1112,78,22,NA,V-B
2472,16481,16481_75,Alaskan Pacific Maritime Mountain Hemlock Forest-Northern,Conifer,1430,5000,NA,1112,78,22,NA,V-B
2473,16500,16500_77,Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Conifer,NA,NA,NA,NA,NA,NA,NA,NA
2474,16600,16600_76,Alaskan Pacific Maritime Wet Low Shrubland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2476,16680,16680_75,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2477,16730,16730_75,Alaskan Pacific Maritime Alpine Wet Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2478,16760,16760_75,Alaskan Pacific Maritime Alpine Floodplain,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2479,16780,16780_75,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,Conifer,1000,5000,NA,833,83,17,NA,V-B
